ano,mês,dia,hora,Rn,Gmedio,T_z1,UR_z1
2009,1,26,1230,415.7,6545,25.78,82.25
2009,1,26,1300,551,13.7075,26.22,80.2
2009,1,26,1330,478.2,17795,27.45,73.5
2009,1,26,1400,124.1,-0.76525,27.62,73.05
2009,1,26,1430,19.23,-4.64875,26435,82.3
2009,1,26,1500,11175,-6005,25425,90.2
2009,1,26,1530,52455,-4.8055,32045,92.8
2009,1,26,1600,51.96,-2.40025,25455,93.15
2009,1,26,1630,64.8,-1.01325,25.66,92.95
2009,1,26,1700,54025,-0.63975,25965,90.05
2009,1,26,1730,48.77,-848,26.12,89.5
2009,1,26,1800,24.17,-2.1755,26005,90.5
2009,1,26,1830,3955,-3.47725,25915,91.1
2009,1,26,1900,-32755,-5.7715,25.39,93.15
2009,1,27,530,-2154,-9.73,22.48,94.9
2009,1,27,600,3945,-8.3525,22765,95.45
2009,1,27,630,21.45,-6191,22975,96
2009,1,27,700,47.78,-3.64325,23.28,96.25
2009,1,27,730,70.37,-0.0775,23705,96.3
2009,1,27,800,107.45,4.75425,24.52,96.25
2009,1,27,830,181.9,10.73,25535,92.7
2009,1,27,900,317.95,15.6675,26.64,83.95
2009,1,27,930,245.25,12.2525,26.8,82.5
2009,1,27,1000,358.9,14435,27185,79.2
2009,1,27,1030,457.05,17.2675,27.82,76.6
2009,1,27,1100,600.6,23505,28.83,71.6
2009,1,27,1130,363.8,22.4975,28785,73.5
2009,1,27,1200,179.6,11.9325,28.34,75.8
2009,1,27,1230,288.05,10.3305,27.71,75.75
2009,1,27,1300,84205,-6.55475,26,84.4
2009,1,27,1330,-2.9635,-14775,24475,92.7
2009,1,27,1400,14487,-14.44,23.94,93.9
2009,1,27,1430,34.73,-8.58425,23.94,95.05
2009,1,27,1500,23805,-5565,24175,95.6
2009,1,27,1530,5422,-6.54825,24.16,95.55
2009,1,27,1600,3.5925,-7.42675,23875,95.45
2009,1,27,1630,11.7,-7.8475,24,95.1
2009,1,27,1700,10195,-6.68525,24205,93.4
2009,1,27,1730,3.0515,-6.5995,24.13,92.45
2009,1,27,1800,-342,-7.25225,23.97,94.1
2009,1,27,1830,-7.6165,-7.9025,23.93,94.8
2009,1,27,1900,-20985,-9.09,23795,95.15
2009,1,27,2300,-15065,-7.46175,24.11,95.8
2009,1,27,2330,-26945,-7.5875,24.08,95.65
2009,1,28,0,-28.33,-8305,23935,95.75
2009,1,28,30,-27.29,-8.9925,23.8,96
2009,1,28,100,-25385,-9.4525,23815,96.2
2009,1,28,130,-19515,-9515,23.88,95.9
2009,1,28,200,-17.57,-8955,23905,95.3
2009,1,28,230,-20.44,-8.6725,23.82,95.35
2009,1,28,300,-17.94,-8.65,23815,94.95
2009,1,28,330,-16.09,-8.45,23825,94.25
2009,1,28,400,-12.76,-8.3375,23.95,93.35
2009,1,28,430,-12455,-8.0625,23855,93.1
2009,1,28,500,-15.64,-8205,23675,94.25
2009,1,28,530,-19845,-8.28,23.55,95.15
2009,1,28,600,-15145,-8.55,23.58,95.25
2009,1,28,630,4.1705,-7.4925,23485,95.45
2009,1,28,700,51345,-4.03275,23735,95.85
2009,1,28,730,85.81,1151,24485,92.2
2009,1,28,800,140.1,5.36025,25.47,86.35
2009,1,28,830,323.55,11355,25.91,82.1
2009,1,28,900,311.9,12.6025,26345,81.3
2009,1,28,930,428,23.2775,26.98,79.1
2009,1,28,1000,542.65,19.9075,27.5,76.8
2009,1,28,1030,571.75,27.1625,28085,74.75
2009,1,28,1100,756,39705,28.47,72.95
2009,1,28,1130,713,31.02,29315,70.49
2009,1,28,1200,724.95,27.3625,29515,67465
2009,1,28,1230,552.35,24.84,29465,67625
2009,1,28,1300,648.95,23.91,29.79,67.01
2009,1,28,1330,851,37.4425,30365,63625
2009,1,28,1400,598.25,38.9425,30.64,61.69
2009,1,28,1430,145.4,8.07175,29.49,67.34
2009,1,28,1500,50945,-5.8205,27095,79.25
2009,1,28,1530,113.6,-3.58975,27165,81.25
2009,1,28,1600,125.55,0.79375,28.07,79.9
2009,1,28,1630,101.25,2418,28325,80.25
2009,1,28,1700,73945,2.0235,28515,79.3
2009,1,28,1730,49005,1.56375,28.31,82
2009,1,28,1800,10.01,-0.73925,27985,83.65
2009,1,28,1830,-17.06,-3.43475,27695,84.8
2009,1,28,1900,-21235,-4.81925,27.54,86.45
2009,1,28,1930,-25625,-9.06725,26135,84.75
2009,1,28,2000,-8449,-27.54,23.12,94
2009,1,28,2030,-7.0275,-23325,23.07,94.85
2009,1,28,2100,-8.36,-17.6775,23.26,94.5
2009,1,28,2130,-8585,-15855,23405,94.75
2009,1,28,2200,-9.55,-14.1975,23.41,95.25
2009,1,28,2230,-9935,-12.7475,23.41,95.65
2009,1,28,2300,-12.75,-11.47,23.44,95.9
2009,1,28,2330,-14145,-10965,23.51,95.75
2009,1,29,0,-14425,-10.72,23515,95.35
2009,1,29,30,-12765,-10.0825,23.59,94.85
2009,1,29,100,-14105,-9.6675,23.72,94.25
2009,1,29,130,-16.1,-9595,23.89,92.95
2009,1,29,200,-16.67,-9.6475,23.81,93.45
2009,1,29,230,-18.65,-9.5425,23815,93.35
2009,1,29,300,-20905,-9385,23835,93.45
2009,1,29,330,-20.74,-9.18,23805,93.55
2009,1,29,600,-18375,-7.86,23.75,91.65
2009,1,29,630,-2.8875,-7.05925,23.8,91.7
2009,1,29,700,14765,-5265,23925,91.6
2009,1,29,730,54.61,-2.17,24145,91.5
2009,1,29,800,111.05,4.0165,24.74,89.2
2009,1,29,830,156.4,6.33875,25.34,85.8
2009,1,29,900,268.6,11.2375,26.25,83
2009,1,29,930,282.4,13.3075,26.35,81.85
2009,1,29,1000,334.5,16245,26785,79.65
2009,1,29,1030,353.45,16285,26.93,78.75
2009,1,29,1100,417.45,18765,27495,76.4
2009,1,29,1130,389.5,18445,27815,74.35
2009,1,29,1200,402.45,17805,27.97,74.4
2009,1,29,1230,676.45,21.5525,28.51,71.15
2009,1,29,1300,753.2,34.62,29405,67.61
2009,1,29,1330,724.2,36.2675,29935,65.02
2009,1,29,1400,197.35,12.9175,29765,66.35
2009,1,29,1430,186.05,9506,29.1,71.01
2009,1,29,1500,1778,-15.64175,24.14,88.35
2009,1,29,1530,-1.33,-32.8575,22905,93.85
2009,1,29,1600,5.2985,-24.6025,22.83,95.1
2009,1,29,1630,9.33,-17.5275,22975,95.5
2009,1,29,1700,-1.9775,-13.8625,23285,93.75
2009,1,29,1730,-3.4485,-12.87,23475,93.2
2009,1,29,1800,-7.1115,-12.5325,23.46,94.35
2009,1,29,1830,-26.16,-12.6225,23625,92.4
2009,1,29,1900,-23.09,-13.2775,23.54,92.35
2009,1,30,530,-13.94,-12845,22.36,96.75
2009,1,30,600,-10.76,-11.7375,22505,96.8
2009,1,30,630,5.0955,-10535,22.65,96.8
2009,1,30,700,45.41,-7297,23085,96.8
2009,1,30,730,114,-1.10575,23.69,96.7
2009,1,30,800,158.8,7.1025,24.86,96.15
2009,1,30,830,206.35,15.32,26205,87.05
2009,1,30,900,192.85,15.6425,26.77,84.4
2009,1,30,930,501.75,31.3875,27585,80.55
2009,1,30,1000,481.1,29.79,28.03,76.45
2009,1,30,1030,512.4,29.0325,28595,75.05
2009,1,30,1100,406.65,26295,28.77,72.15
2009,1,30,1130,443.6,23.82,29035,70.02
2009,1,30,1200,689.9,30595,29825,68355
2009,1,30,1230,762.65,33.67,30075,67095
2009,1,30,1300,651.4,30.8975,30655,64455
2009,1,30,1330,201.55,12.99125,27925,71.55
2009,1,30,1400,40.43,-13.3,24585,87.55
2009,1,30,1430,0.6885,-14.0925,24.69,89
2009,1,30,1500,-1.3645,-14.6875,24.27,90.45
2009,1,30,1530,-1.0585,-12765,24.36,91.65
2009,1,30,1600,7472,-10.6975,24385,92.95
2009,1,30,1630,5569,-9515,24.37,93.25
2009,1,30,1700,3.3545,-9.5175,24.31,92.5
2009,1,30,1730,82,-9.6775,24285,92.55
2009,1,30,1800,-6.11,-10.0425,24.18,94
2009,1,30,1830,-14.58,-10175,24.36,93.75
2009,1,30,1900,-15.66,-10.2325,24365,94.35
2009,1,30,1930,-14255,-9.96,24.28,94.95
2009,1,30,2000,-13885,-9.5075,24085,95.45
2009,1,30,2030,-15365,-9.3675,23975,95.85
2009,1,30,2100,-8.9815,-9185,24255,95.3
2009,1,30,2130,-17.7,-9.2875,24505,93.4
2009,1,30,2200,-15.8,-9.4775,24305,93.95
2009,1,30,2300,-19.14,-9325,24225,94.9
2009,1,30,2330,-20255,-9.5125,24.17,95.1
2009,1,31,0,-26.73,-9.6975,24155,95.35
2009,1,31,30,-28685,-9765,24.29,94.7
2009,1,31,100,-31.02,-9.9275,24175,95.1
2009,1,31,130,-30735,-10055,23835,95.4
2009,1,31,200,-30125,-10.1525,23615,95.95
2009,1,31,230,-28.87,-10.3125,23835,96.1
2009,1,31,300,-25.06,-10455,24.17,95.6
2009,1,31,330,-25215,-11.0525,24105,95.2
2009,1,31,400,-19.05,-11.0725,24025,95.35
2009,1,31,430,-22.77,-10.9075,24075,95.55
2009,1,31,500,-18.77,-11115,23.92,95.65
2009,1,31,530,-13235,-11.1975,23.06,95.95
2009,1,31,600,-4.0375,-10355,22.8,96.35
2009,1,31,630,10074,-8.51,23185,96.55
2009,1,31,700,38.32,-5.5635,23545,96.6
2009,1,31,730,133.2,-0.16825,24.44,96.35
2009,1,31,800,112.55,6.57725,25.3,94.2
2009,1,31,830,99905,7.8375,26225,89.95
2009,1,31,900,316.1,15155,27405,84.1
2009,1,31,930,388.15,30.67,27.82,79.8
2009,1,31,1000,306.1,24.53,28335,76
2009,1,31,1030,515.55,25075,29265,71.6
2009,1,31,1100,398.5,28.6275,29.64,69175
2009,1,31,1130,474.15,27575,30.11,65285
2009,1,31,1200,415.95,22.38,30.06,64.48
2009,1,31,1230,684.85,30785,30705,63805
2009,1,31,1300,521.65,31.4275,30.22,65345
2009,1,31,1330,852.5,38.4825,31.08,60.92
2009,1,31,1400,770.5,55.8175,31.55,58.99
2009,1,31,1430,788.5,32.2825,31.49,58.38
2009,1,31,1500,688.9,30.8575,31.7,55655
2009,1,31,1530,648.6,21.7275,32.08,54625
2009,1,31,1600,525.75,15.8575,32.07,54165
2009,1,31,1630,186.65,10.41475,31.81,56665
2009,1,31,1700,21325,-6.6465,30405,62895
2009,1,31,1730,128.3,-7.74,30.01,68.77
2009,1,31,1800,23.6075,-6.86725,29.95,71.32
2009,1,31,1830,-17.38,-7.9735,28.52,77.65
2009,1,31,1900,-31955,-9.92,27.67,80.6
2009,2,32,600,-19625,-8.0425,25.13,92.6
2009,2,32,630,-11.54,-6739,25415,90.2
2009,2,32,700,3.4325,-4.90175,25555,88.75
2009,2,32,730,20.79,-1.5625,25.58,88.8
2009,2,32,800,80.25,3.90675,26205,87.15
2009,2,32,830,285.95,12595,27485,80.65
2009,2,32,900,428.85,18.48,28825,72.85
2009,2,32,930,480.8,32.69,29.04,70.25
2009,2,32,1000,633.6,30.07,29845,65.37
2009,2,32,1030,617.5,28.7725,30.42,63.54
2009,2,32,1100,799.5,39.87,30915,60155
2009,2,32,1130,784,31.0175,31635,57865
2009,2,32,1200,623.45,24.7925,32405,56215
2009,2,32,1230,442.1,15.6975,31565,60.11
2009,2,32,1300,389.75,15.7675,31.76,59.09
2009,2,32,1330,638.35,32.7425,32455,55035
2009,2,32,1400,502.65,45.13,32605,54.51
2009,2,32,1430,710.8,26.39,32.93,51975
2009,2,32,1500,495.95,18.95,33315,49665
2009,2,32,1530,347.15,14135,32765,49.05
2009,2,32,1600,215.5,1.14475,29.84,67.7
2009,2,32,1630,69935,-7688,28855,71.45
2009,2,32,1700,-31.01,-17.5525,25925,83.6
2009,2,32,1730,-36.19,-22.5175,24605,87
2009,2,32,1800,-20.03,-24.2625,23.94,91.15
2009,2,32,1830,-15615,-22.4425,23945,94.2
2009,2,32,1900,-19.42,-20.6375,23.85,93.15
2009,2,32,1930,-15.76,-20595,23605,90.9
2009,2,32,2000,-16505,-19675,23.42,91.9
2009,2,32,2030,-16.75,-18.6725,23.28,93.85
2009,2,32,2100,-19.24,-18525,23535,91.25
2009,2,32,2130,-27.8,-17.8775,23645,89.05
2009,2,32,2200,-27965,-17.3575,23395,92.25
2009,2,32,2230,-21.64,-17.31,23095,94.6
2009,2,32,2300,-22.97,-16445,23.13,95.55
2009,2,32,2330,-23.44,-15.71,23285,96
2009,2,33,0,-21045,-14.64,23295,95.2
2009,2,33,30,-16205,-14945,23.26,94.7
2009,2,33,100,-16925,-13985,23395,94.55
2009,2,33,130,-16675,-13.4025,23485,94.75
2009,2,33,530,-14055,-9.93,24.04,94.6
2009,2,33,600,-11.06,-9335,24075,93.95
2009,2,33,630,0.0869999999999997,-8.02275,24.08,93.95
2009,2,33,700,23835,-5673,24235,93.2
2009,2,33,730,48.33,-1.11125,24.71,91.75
2009,2,33,800,104.25,5014,25.57,87.65
2009,2,33,830,104.6,7.9775,25815,86.05
2009,2,33,900,112.4,7.14525,26.17,84.85
2009,2,33,930,319.65,13.2525,26.85,82.1
2009,2,33,1000,543.45,23.2025,27.68,76.65
2009,2,33,1030,666.75,35.36,28.76,74.4
2009,2,33,1100,497.85,31.35,28975,73
2009,2,33,1130,450.65,24.55,29105,72.8
2009,2,33,1200,486.7,25.7775,29585,72.7
2009,2,33,1230,551.2,25.1225,30225,68.37
2009,2,33,1300,848.5,31.8325,31.48,60425
2009,2,33,1330,794.5,41.5925,32.1,58555
2009,2,33,1400,783.5,53.0075,32.52,54.1
2009,2,33,1430,670.55,28.91,32925,52.67
2009,2,33,1500,646.9,26.4225,33.4,50745
2009,2,33,1530,476.45,22165,33.7,50.61
2009,2,33,1600,21135,-14.1595,28355,68.97
2009,2,33,1630,8.6905,-67.45,22.29,86.5
2009,2,33,1700,-13025,-40.4275,22.07,89.05
2009,2,33,1730,-10.41,-29585,22.28,90.45
2009,2,33,1800,-5.2055,-26195,22665,91.8
2009,2,33,1830,-18325,-25.4875,22985,92.25
2009,2,33,1900,-18.42,-24.4025,23365,92.8
2009,2,33,1930,-15.23,-21375,22905,94.75
2009,2,33,2000,-13.67,-17015,22.77,95.1
2009,2,33,2030,-14,-14.8475,22665,95.3
2009,2,33,2100,-12.51,-13.7975,22615,95.75
2009,2,33,2130,-11.51,-13.27,22625,96.05
2009,2,33,2200,-13895,-12895,22685,96.15
2009,2,33,2230,-15565,-12.6475,22635,95.95
2009,2,33,2300,-17285,-12.4025,22545,95.55
2009,2,33,2330,-16015,-12455,22.56,95.2
2009,2,34,0,-15.44,-12465,22575,94.45
2009,2,34,30,-16395,-12.86,22.42,95
2009,2,34,100,-14.43,-13.5475,22395,95.6
2009,2,34,130,-15205,-12845,22635,95.1
2009,2,34,200,-16035,-12.6775,22615,95.05
2009,2,34,230,-17725,-11.75,22.6,95.5
2009,2,34,300,-17835,-11.51,22675,95.8
2009,2,34,330,-15735,-11185,22.75,95.95
2009,2,34,400,-15.14,-10.4,22715,96.1
2009,2,34,430,-14.66,-10.4375,22.54,96.25
2009,2,34,500,-13255,-10.6725,22.55,96.4
2009,2,34,530,-12.8,-10.6425,22625,96.35
2009,2,34,600,-15.66,-10.2525,22.75,96.15
2009,2,34,630,425,-8.9975,22925,96.1
2009,2,34,700,26445,-6.5405,23.25,96.05
2009,2,34,730,43.9,-2.88525,23845,94
2009,2,34,800,64925,1.0905,24.4,89.55
2009,2,34,830,108,5.1205,24.97,86.45
2009,2,34,900,79.75,5.5275,25.27,85.4
2009,2,34,930,104.55,4.13425,25355,86.4
2009,2,34,1000,242.2,9.6375,25.76,83.75
2009,2,34,1030,328.1,15135,26.4,80.55
2009,2,34,1100,423.15,18.6625,27305,77.15
2009,2,34,1130,688.05,31.1775,28.44,71.8
2009,2,34,1200,718.9,26.9975,29.3,66.78
2009,2,34,1230,637,32785,29505,65.51
2009,2,34,1300,531,29.4225,29515,66.18
2009,2,34,1330,727.5,33.8525,29.46,68.31
2009,2,34,1400,790.5,49.1125,30.01,66.32
2009,2,34,1430,730.5,37.6275,30.4,65065
2009,2,34,1500,650.2,29.72,30685,64005
2009,2,34,1530,580.35,23.3675,31125,61.69
2009,2,34,1600,523.45,13.2825,31815,60785
2009,2,34,1630,431.35,16.42,31.88,60.55
2009,2,34,1700,314.3,6.5295,32.1,61825
2009,2,34,1730,204.75,0.53,32955,62.73
2009,2,34,1800,65.23,-2.15375,33.22,67.07
2009,2,34,1830,-34165,-6174,30665,71.5
2009,2,34,1900,-39.75,-8.39,29695,72.55
2009,2,35,530,-29.62,-10.1225,24.59,92.9
2009,2,35,600,-27.27,-10.12,24675,92.75
2009,2,35,630,-4.5685,-8795,24705,92.85
2009,2,35,700,40985,-5.75275,24.91,92.3
2009,2,35,730,70725,-1.0415,25365,90.3
2009,2,35,800,102.9,2803,26,86.6
2009,2,35,830,188.35,7554,26555,82.65
2009,2,35,900,165.05,9.37,27.13,79.2
2009,2,35,930,140.3,7.1495,27605,77.95
2009,2,35,1000,225.5,10075,27.65,78.9
2009,2,35,1030,346.05,17265,28305,75.75
2009,2,35,1100,600.8,29.3875,29.3,72.05
2009,2,35,1130,737.35,34615,30.13,66.78
2009,2,35,1200,568.5,20485,30745,62205
2009,2,35,1230,752,47.5475,31.58,59165
2009,2,35,1300,797,27.9725,31.85,57225
2009,2,35,1330,680.25,32525,31.95,58.91
2009,2,35,1400,815,56.2875,32.25,56235
2009,2,35,1430,803,38.5675,32805,53.94
2009,2,35,1500,649.65,30285,32965,52215
2009,2,35,1530,646.5,23.79,33.13,51155
2009,2,35,1600,482.3,12.7925,33595,51.13
2009,2,35,1630,50685,-0.3605,30645,63495
2009,2,35,1700,92.45,-5.68425,29.44,69.27
2009,2,35,1730,152.35,-3.9735,29.72,70.8
2009,2,35,1800,18755,-4.9705,29425,73.2
2009,2,35,1830,-20454,-14.9075,27815,74.1
2009,2,35,1900,-8.8045,-36.8725,25.33,84.95
2009,2,35,2030,-24.19,-16.0225,24.84,88.8
2009,2,35,2100,-25695,-15.4925,24.4,91.5
2009,2,35,2130,-26.17,-15095,24.38,90.85
2009,2,35,2200,-20405,-15.2825,24.41,88.4
2009,2,35,2230,-16.7,-15065,24.39,88.8
2009,2,35,2300,-16315,-14585,23865,93.75
2009,2,35,2330,-17405,-13.6025,23.96,94.7
2009,2,36,0,-19055,-13375,23975,94
2009,2,36,30,-14845,-13035,23.9,94.2
2009,2,36,100,-15945,-12.9275,23.75,95.05
2009,2,36,130,-18.89,-13.0325,23785,95.3
2009,2,36,200,-22525,-12.4625,23.81,95.5
2009,2,36,230,-24.08,-12.49,23.88,95.5
2009,2,36,300,-20925,-12345,23.85,95.4
2009,2,36,330,-19665,-11.72,23875,95.05
2009,2,36,400,-20315,-11.5225,23.82,95.3
2009,2,36,430,-24.5,-11.4075,23.98,95.2
2009,2,36,500,-32045,-11.6275,23875,95.3
2009,2,36,530,-30245,-12.49,23.95,95
2009,2,36,600,-27005,-12.56,23885,94.9
2009,2,36,630,-3.48,-10745,24195,93.95
2009,2,36,700,30.16,-6.97725,24905,91.75
2009,2,36,730,78665,-1.53325,25755,88.15
2009,2,36,800,219.9,4.73075,26605,83.25
2009,2,36,830,294.3,9.72,27505,79.6
2009,2,36,900,396.65,12.2575,28.24,74.95
2009,2,36,930,438.6,19.7575,28715,71.85
2009,2,36,1000,555.2,24415,29285,69155
2009,2,36,1030,646.85,43.1525,29915,64.63
2009,2,36,1100,651.55,40825,34.65,62.9
2009,2,36,1130,553.7,30.6875,30.87,62485
2009,2,36,1200,481.65,17.8025,30.76,62.42
2009,2,36,1230,474.8,23.99,31235,60.4
2009,2,36,1300,361.1,15185,29.98,67.3
2009,2,36,1330,31015,-12.4865,25.22,85.3
2009,2,36,1400,75.45,-13.2375,24.8,88.5
2009,2,36,1430,68005,-9.3075,25035,88.35
2009,2,36,1500,280.7,1.75275,25.85,87.45
2009,2,36,1530,62865,2.39475,26445,87.4
2009,2,36,1600,43315,-1.55,26585,88.35
2009,2,36,1630,72.58,-1.53575,26725,89.5
2009,2,36,1700,82.4,-0.29,27065,89.2
2009,2,36,1730,168.85,0.95575,27815,84.65
2009,2,36,1800,23815,-2.33425,26845,83.8
2009,2,36,1830,-5.9105,-6.13925,26.21,85.75
2009,2,36,1900,-29325,-9555,25.65,88.35
2009,2,37,600,-23.48,-10.79,24.36,95
2009,2,37,630,-9739,-10025,24495,93.85
2009,2,37,700,25165,-6261,25155,91.3
2009,2,37,730,107.35,1.02775,26.22,87.25
2009,2,37,800,108.7,5.35475,26955,83.95
2009,2,37,830,147.2,5.3765,27275,82.2
2009,2,37,900,409.35,13.33,28.86,74.3
2009,2,37,930,485.7,24.0625,29605,68.78
2009,2,37,1000,570.95,24.4525,30.19,65385
2009,2,37,1030,635.95,40.69,30.7,61.98
2009,2,37,1100,696.3,43.6575,31.07,60615
2009,2,37,1130,690.95,39.7025,31565,60555
2009,2,37,1200,654.5,27.06,32.11,58865
2009,2,37,1230,689.9,31.1,32225,58.62
2009,2,37,1300,154.09,11.36975,30945,61.02
2009,2,37,1330,528.85,14.48875,30.49,68385
2009,2,37,1400,176.9705,23.3225,29.96,70705
2009,2,37,1430,60.8995,-1645,27.72,72.85
2009,2,37,1500,505.4,12518,30635,67.61
2009,2,37,1530,468.95,14.64,31275,64405
2009,2,37,1600,572.25,14.38,32655,57.55
2009,2,37,1630,464.1,21.91,34.02,53.65
2009,2,37,1700,70.56,10.54625,31.57,64.33
2009,2,37,1730,11.2925,-3.16075,28895,75.45
2009,2,37,1800,-4.55,-8.4935,28245,77.5
2009,2,37,1830,-13.3205,-9.65,28055,77.5
2009,2,37,1900,-31965,-11.4025,27.43,82.1
2009,2,38,300,-38.18,-16.8775,23.23,90.95
2009,2,38,330,-39085,-15.5575,23.37,91
2009,2,38,400,-29.47,-14.7425,23345,91.2
2009,2,38,430,-22.6,-13.8725,23.31,91.7
2009,2,38,500,-21105,-13785,23065,93.1
2009,2,38,530,-24.18,-13.9725,22.98,93.65
2009,2,38,600,-23.62,-13.99,22935,94.4
2009,2,38,630,-10995,-13095,23005,94.3
2009,2,38,700,-1291,-11185,23315,93.3
2009,2,38,730,54385,-8705,23515,91.5
2009,2,38,800,223.45,1.56625,24.76,86.2
2009,2,38,830,285.65,5.31,25335,83.3
2009,2,38,900,377.75,4.36325,25.87,80.45
2009,2,38,930,470.25,13.32,26.84,77.55
2009,2,38,1000,552.1,13855,27.59,73.9
2009,2,38,1030,618.65,34065,28405,69075
2009,2,38,1100,686.05,36.24,29.26,69.35
2009,2,38,1130,753,34635,30005,60.09
2009,2,38,1200,789.5,18295,30.77,59.81
2009,2,38,1230,788,30.44,30875,58.14
2009,2,38,1300,809,26.7125,31535,56.9
2009,2,38,1330,786.5,39535,31785,55.07
2009,2,38,1400,777,54.9875,32125,54495
2009,2,38,1430,751.5,49.0975,32.99,53.45
2009,2,38,1500,695.45,35585,33.18,51.71
2009,2,38,1530,641.95,13.8325,33.72,50565
2009,2,38,1600,586.55,5.91975,33795,50865
2009,2,38,1630,406.4,10.49575,33.07,54985
2009,2,38,1700,375.95,4.40075,32.27,58335
2009,2,38,1730,166.4,-0.00649999999999995,32165,57.97
2009,2,38,1800,90315,-3.4645,32225,59.59
2009,2,38,1830,-18.66,-6.4655,31255,63.67
2009,2,38,1900,-34.55,-8434,30565,67125
2009,2,39,600,-16.99,-16.3125,23595,84.45
2009,2,39,630,-2248,-14.7725,23515,86.4
2009,2,39,700,32.95,-12.5775,23.65,86.7
2009,2,39,730,81.55,-7994,24.29,85.2
2009,2,39,800,107.3,-4.73125,25035,82.75
2009,2,39,830,162.65,-1456,25475,81.15
2009,2,39,900,303.7,-0.09275,25845,79.15
2009,2,39,930,471.2,10008,26.96,75.6
2009,2,39,1000,573.35,13.33,28.11,69.35
2009,2,39,1030,626.1,33.1975,29345,64125
2009,2,39,1100,708.25,35.99,30285,61685
2009,2,39,1130,731.35,32.23,30.77,60.38
2009,2,39,1200,731.5,19.7375,30.96,61
2009,2,39,1230,668.95,24.2625,31505,59845
2009,2,39,1300,454.1,20.42,31505,58.33
2009,2,39,1330,683.45,28.2875,31.89,
2009,2,39,1400,485.85,26.4625,31.64,
2009,2,39,1430,728,49.9575,32155,
2009,2,39,1500,593.25,42575,30.12,
2009,2,39,1530,18805,-15543,25.92,
2009,2,39,1600,14365,-22175,25245,
2009,2,39,1630,9225,-22.4825,24.84,
2009,2,39,1700,9435,-20.5675,24525,
2009,2,39,1730,1655,-19085,24565,
2009,2,39,1800,-14315,-18745,24.41,
2009,2,39,1830,-29.83,-18.8,24.13,
2009,2,39,1900,-33.89,-19.22,23955,
2009,2,40,600,-20945,-11515,23.61,
2009,2,40,630,10208,-9.6225,23.74,
2009,2,40,700,54795,-6.25475,24115,
2009,2,40,730,80.3,-1.2905,24.79,
2009,2,40,800,113.05,2.69925,25475,
2009,2,40,830,189.45,6.0125,26.14,
2009,2,40,900,188.25,7.9925,26615,
2009,2,40,930,234.65,9.7075,27.07,
2009,2,40,1000,258.35,11.46,27495,
2009,2,40,1030,417.55,15965,27975,
2009,2,40,1100,490.75,20.3975,28465,
2009,2,40,1130,576.4,23.5275,28.97,
2009,2,40,1200,666.95,18.7975,29205,
2009,2,40,1230,726.8,21.22,29.87,
2009,2,40,1300,595.2,16.27,29945,
2009,2,40,1330,768.7,23065,30.38,
2009,2,40,1400,702.75,36.4625,30.59,
2009,2,40,1430,563.45,43.33,30565,
2009,2,40,1500,684.85,48725,31055,
2009,2,40,1530,580.75,10162,31285,
2009,2,40,1600,427.7,3.1455,31.32,
2009,2,40,1630,370.1,1.47375,31.56,
2009,2,40,1700,332,-957,31.57,
2009,2,40,1730,189.4,-3.30425,31625,
2009,2,40,1800,122.8,-3.70775,31775,
2009,2,40,1830,-16785,-6.5565,30.82,
2009,2,40,1900,-19.7,-8.5625,29505,
2009,2,40,2100,-53405,-13515,27475,
2009,2,40,2130,-57.92,-11.87,26335,
2009,2,40,2230,-16635,-15.16,24885,
2009,2,40,2300,-13.87,-17.2425,24.17,
2009,2,40,2330,-8395,-18.8375,23.7,
2009,2,41,0,-8585,-18.9225,23.66,
2009,2,41,30,-6287,-16.62,23625,
2009,2,41,100,-7825,-16.5575,23665,
2009,2,41,130,-6317,-17305,23565,
2009,2,41,200,-10.06,-16.1125,23.48,
2009,2,41,230,-13.01,-14615,23255,
2009,2,41,300,-14.16,-13.5675,23035,
2009,2,41,330,-14105,-13595,22895,
2009,2,41,400,-12.81,-13455,22.84,
2009,2,41,430,-11815,-13.6,22775,
2009,2,41,500,-13.35,-13.6575,22.66,
2009,2,41,530,-16.31,-13.9025,22.56,
2009,2,41,600,-16615,-14535,22.46,
2009,2,41,630,7.6795,-13.5225,22505,
2009,2,41,700,38.79,-10.3925,22785,
2009,2,41,730,51865,-6847,23.22,
2009,2,41,800,76555,-3.48375,23.69,
2009,2,41,830,108.05,-0.3125,24095,
2009,2,41,900,167.75,3.71875,24505,
2009,2,41,930,218,4.31225,24.91,
2009,2,41,1000,317.65,9.51,25605,
2009,2,41,1030,315.05,10.6075,26025,
2009,2,41,1100,337.65,12.54,26675,
2009,2,41,1130,365.3,13915,27.36,
2009,2,41,1200,467.25,17.1275,27.7,
2009,2,41,1230,511,19615,28.09,
2009,2,41,1300,826.5,26.03,28.97,
2009,2,41,1330,857,36275,29.94,
2009,2,41,1400,825,43815,30265,
2009,2,41,1430,744.5,70.5125,30195,
2009,2,41,1500,712,63.7475,30.26,
2009,2,41,1530,604.6,10.4335,30425,
2009,2,41,1600,422.35,0.0835000000000001,30.09,
2009,2,41,1630,433.15,-0.74125,30445,
2009,2,41,1700,322.3,-4.2705,30.6,
2009,2,41,1730,201.25,-7279,30.76,
2009,2,41,1800,90.38,-9.4775,30.53,
