ano,mes,dia,temp,radiacao,umidade,chuva,vento
2011,9,26,31.4770486111,232.1284722222,45.7131944444,0,0.9395833333
2011,9,27,31.1830902778,251.4444444444,45.6972222222,0,1.5149305556
2011,9,28,31.45375,257.4479166667,47.4895833333,0.0006944444,1.1944444444
2011,9,29,31.0215625,259.7465277778,47.2114583333,0.0111111111,1.3916666667
2011,9,30,31.7928125,254.7708333333,44.0326388889,0,1.6309027778
2011,10,1,32.3498958333,256.8402777778,41.7545138889,0,1.6006944444
2011,10,2,25.6582986111,151.9930555556,69.2069444444,0.0388888889,1.0729166667
2011,10,3,27.8532638889,273.6006944444,60.0385416667,0,0.80625
2011,10,4,29.7977777778,230.1423611111,52.4690972222,0,0.6798611111
2011,10,5,30.3625,220.84375,52.8604166667,0,1.5631944444
2011,10,6,30.3270833333,270.2534722222,54.9854166667,0,1.665625
2011,10,7,30.8614930556,241.8611111111,54.1295138889,0.0111111111,1.1868055556
2011,10,8,29.7539930556,197.4027777778,61.2614583333,0,1.3975694444
2011,10,9,31.7171527778,277,56.4940972222,0,1.3538194444
2011,10,10,28.3414930556,132.9583333333,71.0579861111,0.0131944444,1.2263888889
2011,10,11,29.9705555556,222.1111111111,58.8461805556,0,1.3180555556
2011,10,12,30.3605555556,187.7743055556,62.1392361111,0.0090277778,1.1413194444
2011,10,13,31.6089236111,256.8055555556,53.6472222222,0,1.9697916667
2011,10,14,28.005625,181.3888888889,75.5802083333,0.1041666667,1.3819444444
2011,10,15,28.6406944444,281.21875,70.4496527778,0.0006944444,1.6111111111
2011,10,16,26.5645652174,129.8188405797,77.7423913043,0,1.0101449275
2011,10,17,26.7726041667,143.8055555556,73.165625,0,0.8513888889
2011,10,18,29.3411111111,237.7638888889,62.4961805556,0,0.6815972222
2011,10,19,30.7492361111,280.0416666667,52.3857638889,0,1.1986111111
2011,10,20,29.2786458333,262.4305555556,53.1597222222,0,1.1635416667
2011,10,21,28.2569791667,263.1701388889,64.1503472222,0.0097222222,1.3520833333
2011,10,22,27.7308333333,237.0833333333,67.6545138889,0,1.2326388889
2011,10,23,26.6605555556,136.4375,72.3236111111,0.0006944444,0.7885416667
2011,10,24,30.8532638889,269.4201388889,58.7013888889,0,0.7961805556
2011,10,25,27.5664930556,121.7638888889,72.0739583333,0.0548611111,1.1909722222
2011,10,26,27.8713541667,225.5277777778,72.7871527778,0,0.7621527778
2011,10,27,29.7293402778,213.6145833333,65.140625,0,0.6052083333
2011,10,28,32.2850694444,271.4965277778,54.9350694444,0,0.8677083333
2011,10,29,33.1060763889,282.4826388889,50.2083333333,0.0006944444,1.2527777778
2011,10,30,27.2613541667,130.6354166667,71.5697916667,0.0229166667,1.3545138889
2011,10,31,25.0209375,136.0069444444,79.6180555556,0,1.171875
2011,11,1,28.8742361111,274.7881944444,64.6892361111,0,0.8055555556
2011,11,2,30.5081597222,267,56.2173611111,0.0006944444,0.8229166667
2011,11,3,29.1495138889,253.6041666667,65.7607638889,0,1.2767361111
2011,11,4,29.3925694444,246.1423611111,62.5430555556,0,1.3704861111
2011,11,5,28.92625,292.7638888889,62.1847222222,0,1.4274305556
2011,11,6,28.6229513889,208.40625,61.5861111111,0,1.3760416667
2011,11,7,28.364375,232.4861111111,65.8979166667,0,1.2288194444
2011,11,8,29.5536805556,220.5104166667,61.8260416667,0,1.0565972222
2011,11,9,30.6975,276.0555555556,57.5038194444,0,1.4173611111
2011,11,10,29.5128472222,237.0972222222,66.4496527778,0.0138888889,1.0833333333
2011,11,11,29.6927430556,230.5034722222,61.0680555556,0,0.7902777778
2011,11,12,31.9446527778,261.2604166667,52.9774305556,0,0.7600694444
2011,11,13,31.41375,270.7291666667,56.4628472222,0,1.5527777778
2011,11,14,29.3797222222,236.8472222222,66.2607638889,0.0444444444,1.6611111111
2011,11,15,23.5392708333,36.1527777778,95.0059027778,0.1368055556,0.809375
2011,11,16,27.3843055556,288.7743055556,72.0378472222,0.0006944444,0.4329861111
2011,11,17,29.6589930556,298.6076388889,59.2611111111,0,0.275
2011,11,18,31.8155902778,311.90625,53.0027777778,0,0.375
2011,11,19,30.1016319444,224.4861111111,59.090625,0,1.3052083333
2011,11,20,31.8431944444,297.6423611111,57.0694444444,0,0.9649305556
2011,11,21,32.6110763889,305.0833333333,53.1475694444,0,1.4840277778
2011,11,22,26.1756944444,137.5520833333,83.7743055556,0.1104166667,1.04375
2011,11,23,28.2975347222,301.7326388889,67.1385416667,0,0.6197916667
2011,11,24,28.0932638889,224.5520833333,71.1701388889,0.0597222222,1.1392361111
2011,11,25,29.6422222222,260.2291666667,66.8361111111,0,0.9972222222
2011,11,26,29.2828819444,235.8680555556,65.3260416667,0,0.9642361111
2011,11,27,29.3510416667,281.5416666667,65.2805555556,0,0.75625
2011,11,28,29.3400347222,265.6284722222,65.9010416667,0,1.0138888889
2011,11,29,29.7324652778,309.9548611111,64.6611111111,0.0013888889,1.053125
2011,11,30,28.9911805556,274.1111111111,66.3774305556,0,1.2236111111
2011,12,1,26.1567361111,212.5520833333,76.4322916667,0.1083333333,1.3684027778
2011,12,2,29.0977430556,291.7291666667,68.8510416667,0,0.5305555556
2011,12,3,30.8244444444,294.9479166667,61.6819444444,0,0.7510416667
2011,12,4,30.6098611111,278.9027777778,60.8145833333,0,1.1013888889
2011,12,5,29.5951736111,266.875,64.5479166667,0,1.5305555556
2011,12,6,28.8119791667,215.6145833333,68.8420138889,0,1.3576388889
2011,12,7,28.2893402778,174.8888888889,74.0652777778,0,0.625
2011,12,8,28.4342013889,234.5173611111,70.9006944444,0,1.3961805556
2011,12,9,25.858125,95.2638888889,85.3368055556,0.0097222222,0.91875
2011,12,10,28.7145833333,254.0486111111,73.1350694444,0.0020833333,1.1350694444
2011,12,11,29.3836805556,203.1111111111,72.4715277778,0.0319444444,0.9270833333
2011,12,12,29.3385069444,224.8333333333,70.9454861111,0,1.1552083333
2011,12,13,26.8790972222,149.3958333333,82.5642361111,0.1298611111,-187.3600694444
2011,12,14,25.7598958333,148.6388888889,88.9809027778,0.0527777778,-888.9
2011,12,15,28.9542361111,286.8888888889,65.5930555556,0.0006944444,-888.9
2011,12,16,29.8977777778,325.5138888889,48.8274305556,0,-888.9
2011,12,17,28.933125,238.0243055556,67.8111111111,0,-888.9
2011,12,18,28.8425694444,186.0347222222,69.3947916667,0,-888.9
2011,12,19,29.3899305556,253.3298611111,65.2378472222,0,-888.9
2011,12,20,28.1310069444,188.2118055556,73.4472222222,0.0097222222,-888.9
2011,12,21,26.3963888889,168.0659722222,82.7850694444,0.0854166667,-888.9
2011,12,22,29.1489236111,248.9583333333,70.5930555556,0.0034722222,-888.9
2011,12,23,28.0387847222,202.0034722222,74.8961805556,0,-888.9
2011,12,24,27.9134722222,233.5555555556,70.965625,0,-888.9
2011,12,25,28.6580555556,251.5520833333,71.0225694444,0,-888.9
2011,12,26,26.3074652778,165.7534722222,83.5857638889,0.0034722222,-888.9
2011,12,27,26.4549652778,156.3090277778,82.0180555556,0.0006944444,-888.9
2011,12,28,29.7954513889,264.9375,69.0416666667,0,-888.9
2011,12,29,28.8077430556,195.6840277778,73.2614583333,0.0006944444,-888.9
2011,12,30,26.9026736111,137.15625,82.5454861111,0.0208333333,-888.9
2011,12,31,26.3225,169.8125,84.9934027778,0.1069444444,-888.9
2012,1,1,25.9997569444,109.6319444444,86.5934027778,0.0034722222,-888.9
2012,1,2,28.0804166667,229.6597222222,75.5680555556,0.0166666667,-888.9
2012,1,3,27.3133680556,214.2291666667,75.0253472222,0,-888.9
2012,1,4,29.3514236111,218.2430555556,67.1177083333,0,-888.9
2012,1,5,28.6266666667,266.4583333333,73.1649305556,0.0076388889,-888.9
2012,1,6,28.7699652778,270.0868055556,73.8666666667,0.0340277778,-888.9
2012,1,7,27.6900347222,199.4201388889,78.4520833333,0.1180555556,-888.9
2012,1,8,26.9196180556,139.8333333333,80.7131944444,0.0145833333,-888.9
2012,1,9,28.4935069444,278.875,71.8809027778,0,-888.9
2012,1,10,25.4166319444,114.9201388889,86.4152777778,0.1131944444,-888.9
2012,1,11,25.4343402778,119.9513888889,82.7434027778,0.0076388889,-888.9
2012,1,12,24.2428472222,97.6736111111,90.7708333333,0.0611111111,-888.9
2012,1,13,26.1356944444,221.6145833333,84.8128472222,0.0229166667,-888.9
2012,1,14,27.4285069444,208.5555555556,77.4225694444,0,-888.9
2012,1,15,28.5254513889,238.5868055556,73.4576388889,0,-888.9
2012,1,16,28.2213888889,233.9756944444,76.540625,0.0131944444,-888.9
2012,1,17,27.2645486111,157.3020833333,77.6284722222,0,-888.9
2012,1,18,28.1623958333,254.9479166667,67.3902777778,0,-888.9
2012,1,19,27.7786458333,254.6631944444,72.9944444444,0.0076388889,-888.9
2012,1,20,28.241875,238.4548611111,70.5416666667,0,-888.9
2012,1,21,28.2128125,232.8715277778,73.4934027778,0,-888.9
2012,1,22,27.1905555556,154.9131944444,76.571875,0.00625,-888.9
2012,1,23,29.0108333333,294.6770833333,68.1809027778,0,-888.9
2012,1,24,27.6298958333,165.0833333333,76.0767361111,0.0013888889,-888.9
2012,1,25,27.4728819444,227.4583333333,76.0118055556,0.0020833333,-888.9
2012,1,26,26.8159722222,153.1909722222,82.5902777778,0.1277777778,-888.9
2012,1,27,25.1789930556,166.1354166667,85.3371527778,0.0361111111,-888.9
2012,1,28,28.7520486111,296.7291666667,68.9510416667,0,-888.9
2012,1,29,28.9847569444,266.3125,73.275,0,-888.9
2012,1,30,27.8423263889,173.5520833333,79.6010416667,0.0736111111,-888.9
2012,1,31,28.4940277778,229.1180555556,75.0829861111,0,-888.9
2012,2,1,28.0519444444,225.4236111111,77.2795138889,0.0125,-888.9
2012,2,2,26.4641666667,198.9236111111,82.1579861111,0.0076388889,-888.9
2012,2,3,28.0363541667,253.4201388889,78.4885416667,0.0104166667,-888.9
2012,2,4,26.7544791667,148.7152777778,80.1986111111,0,-888.9
2012,2,5,30.2182638889,306.1215277778,67.0899305556,0,-888.9
2012,2,6,31.2647569444,251.8854166667,59.3548611111,0,-888.9
2012,2,7,30.9276388889,288.2256944444,61.1434027778,0.0152777778,-888.9
2012,2,8,29.9107638889,293.9097222222,64.5868055556,0,-888.9
2012,2,9,29.9328125,296.8125,63.7892361111,0,-888.9
2012,2,10,28.5743055556,280.7326388889,69.3760416667,0.0208333333,-888.9
2012,2,11,27.3797569444,193.3541666667,79.3409722222,0,-888.9
2012,2,12,27.0246527778,197.0034722222,81.2715277778,0.0333333333,-888.9
2012,2,13,27.7515972222,250.3888888889,76.5243055556,0,-888.9
2012,2,14,26.9797569444,227.8159722222,77.6288194444,0.0055555556,-888.9
2012,2,15,27.2827777778,198.3645833333,72.4517361111,0.0027777778,-888.9
2012,2,16,26.2296875,260.4131944444,75.3354166667,0.0402777778,-888.9
2012,2,17,26.6261458333,226.2986111111,73.6770833333,0,-888.9
2012,2,18,26.2132291667,230.9305555556,77.7940972222,0.0104166667,-888.9
2012,2,19,25.7095833333,138.6458333333,82.8701388889,0,-888.9
2012,2,20,27.2978472222,218.03125,79.0416666667,0.0680555556,-888.9
2012,2,21,27.8215625,238.6909722222,73.0486111111,0,-888.9
2012,2,22,26.7013888889,237.4583333333,79.6152777778,0.0263888889,-888.9
2012,2,23,27.113125,170.2951388889,82.1427083333,0.0013888889,-888.9
2012,2,24,26.1931944444,159.1527777778,85.7048611111,0.0368055556,-888.9
2012,2,25,27.7207638889,229.5034722222,76.7236111111,0,-888.9
2012,2,26,27.2632986111,231.1458333333,79.1739583333,0.0166666667,-888.9
2012,2,27,27.2088541667,258.6076388889,79.9013888889,0.1430555556,-888.9
2012,2,28,27.5275,206.1875,75.5173611111,0,-888.9
2012,2,29,26.8470486111,241.0347222222,75.6722222222,0.06875,-888.9
2012,3,1,25.6313541667,127.6909722222,84.1503472222,0.2027777778,-888.9
2012,3,2,27.7996527778,272.0451388889,76.8583333333,0,-888.9
2012,3,3,27.3362847222,229.5138888889,77.8711805556,0.0305555556,-888.9
2012,3,4,27.3258680556,266.4305555556,81.0888888889,0.0909722222,-888.9
2012,3,5,29.1711458333,288.1493055556,69.1354166667,0,-888.9
2012,3,6,25.2796527778,204.9895833333,81.646875,0.1104166667,-888.9
2012,3,7,25.2965972222,162.7222222222,83.2760416667,0,-888.9
2012,3,8,26.7766319444,223.2013888889,75.8472222222,0,-888.9
2012,3,9,28.621875,280.21875,68.0180555556,0,-888.9
2012,3,10,28.9285069444,247.9027777778,69.8364583333,0,-888.9
2012,3,11,27.9729166667,214.2777777778,74.3409722222,0.0236111111,-888.9
2012,3,12,29.9155555556,264.9409722222,66.4118055556,0,-888.9
2012,3,13,28.6437847222,231.7986111111,73.403125,0.0340277778,-888.9
2012,3,14,27.4538194444,247.9479166667,77.7600694444,0.0236111111,-888.9
2012,3,15,25.8266666667,175.1180555556,87.8524305556,0.0298611111,-888.9
2012,3,16,27.0255902778,212.3194444444,81.0319444444,0,-888.9
2012,3,17,29.3968055556,263.9340277778,72.1475694444,0,-888.9
2012,3,18,26.9160069444,195.3923611111,81.35625,0.1125,-888.9
2012,3,19,28.9858680556,241.875,72.24375,0,-888.9
2012,3,20,27.3423263889,193.4791666667,79.6347222222,0.0041666667,-888.9
2012,3,21,28.5052430556,204.1388888889,75.6090277778,0,-888.9
2012,3,22,28.8220833333,229.5173611111,73.3885416667,0,-888.9
2012,3,23,26.7861805556,174.3680555556,78.2697916667,0.0326388889,-888.9
2012,3,24,27.4435763889,207.6631944444,77.3986111111,0,-888.9
2012,3,25,28.6021875,215.5625,75.0631944444,0,-888.9
2012,3,26,27.8540277778,206.5208333333,72.0715277778,0.0076388889,-888.9
2012,3,27,26.0161458333,145.6284722222,78.0600694444,0.2506944444,-888.9
2012,3,28,23.2995833333,81.0763888889,89.5350694444,0.0076388889,-888.9
2012,3,29,25.9029513889,263.7083333333,75.4840277778,0,-888.9
2012,3,30,28.1069097222,244.8298611111,72.1270833333,0,-888.9
2012,3,31,29.3280208333,253.6215277778,70.8302083333,0,-888.9
2012,4,1,27.6469097222,185.8819444444,80.2482638889,0.0423611111,-888.9
2012,4,2,28.6255208333,188.6180555556,73.7819444444,0,-888.9
2012,4,3,28.00625,205.3506944444,74.4284722222,0.0013888889,-888.9
2012,4,4,29.1364930556,225.7847222222,67.2829861111,0,-888.9
2012,4,5,30.429375,246.0138888889,65.084375,0,-888.9
2012,4,6,29.5477083333,217.3923611111,72.44375,0,-888.9
2012,4,7,29.1661458333,180.7465277778,72.1243055556,0,-888.9
2012,4,8,27.3176041667,198.71875,79.353125,0.1534722222,-888.9
2012,4,9,27.7742013889,219.7361111111,79.3364583333,0.0069444444,-888.9
2012,4,10,29.3969791667,230.8159722222,70.8135416667,0,-888.9
2012,4,11,28.5775694444,189.1388888889,73.2916666667,0.0027777778,-888.9
2012,4,12,28.7377777778,221.6805555556,74.9194444444,0.0027777778,-888.9
2012,4,13,28.0031944444,151.8715277778,79.6746527778,0.0006944444,-888.9
2012,4,14,28.4962152778,205.1388888889,77.3520833333,0.0069444444,-888.9
2012,4,15,25.6898611111,114.46875,83.1090277778,0.0006944444,-888.9
2012,4,16,27.3884722222,223.0451388889,77.740625,0,-888.9
2012,4,17,29.3179861111,221.8854166667,72.8364583333,0,-888.9
2012,4,18,29.8517708333,229.0729166667,70.1649305556,0,-888.9
2012,4,19,30.1775347222,207.4131944444,69.2229166667,0,-888.9
2012,4,20,27.7752083333,119.2430555556,80.0736111111,0.0423611111,-888.9
2012,4,21,25.8436111111,133.25,87.6236111111,0.0368055556,-888.9
2012,4,22,26.4948611111,143.2222222222,83.7840277778,0,-888.9
2012,4,23,28.4411805556,205.7222222222,78.5513888889,0,-888.9
2012,4,24,29.1452083333,203.1909722222,74.7888888889,0,-888.9
2012,4,25,29.1940972222,196.125,72.0486111111,0,-888.9
2012,4,26,28.3328472222,163.7881944444,75.4520833333,0.0055555556,-888.9
2012,4,27,26.7541666667,130.7152777778,83.7847222222,0,-888.9
2012,4,28,26.7306944444,163.6319444444,83.8225694444,0.14375,-888.9
2012,4,29,24.6494097222,160.5104166667,88.4253472222,0.0173611111,-888.9
2012,4,30,18.78625,48.1145833333,91.2027777778,0.0055555556,-888.9
2012,5,1,20.4695138889,222.3368055556,74.0173611111,0,-888.9
2012,5,2,22.6273958333,225.21875,66.8753472222,0,-888.9
2012,5,3,25.1200694444,225.28125,66.9934027778,0,-888.9
2012,5,4,25.9905555556,224.7881944444,65.3086805556,0,-888.9
2012,5,5,27.1180208333,215.9618055556,62.9194444444,0,-888.9
2012,5,6,27.0238194444,220.7534722222,64.8190972222,0,-888.9
2012,5,7,27.0861805556,218.8020833333,63.2684027778,0,-888.9
2012,5,8,27.1367708333,204.6284722222,62.3958333333,0,-888.9
2012,5,9,28.2325347222,199.8819444444,61.0027777778,0,-888.9
2012,5,10,28.7915277778,195.3298611111,63.24375,0,-888.9
2012,5,11,29.6773611111,177.9652777778,63.340625,0,-888.9
2012,5,12,28.9604166667,167.6215277778,68.4444444444,0.1909722222,-888.9
2012,5,13,23.63125,85.2569444444,90.6444444444,0.0597222222,-888.9
2012,5,14,24.6878472222,159.3993055556,85.6447916667,0.1881944444,-888.9
2012,5,15,22.9015972222,100.6006944444,90.8013888889,0.1159722222,-888.9
2012,5,16,25.4542361111,186.7256944444,79.9413194444,0,-888.9
2012,5,17,24.3163888889,89.3472222222,88.940625,0.0201388889,-888.9
2012,5,18,26.0724305556,194.7118055556,78.2427083333,0,-888.9
2012,5,19,26.7118402778,168.59375,77.1940972222,0,-888.9
2012,5,20,27.1612847222,191.0520833333,74.7170138889,0,-888.9
2012,5,21,26.5515972222,164.4201388889,76.1350694444,0.0236111111,-888.9
2012,5,22,25.4752083333,150.8159722222,79.3583333333,0.0006944444,-888.9
2012,5,23,27.5790277778,195.1111111111,70.9104166667,0,-888.9
2012,5,24,23.8377083333,72.7986111111,89.3041666667,0.2090277778,-888.9
2012,5,25,24.6229513889,123.6215277778,86.7319444444,0,-888.9
2012,5,26,26.5555555556,170.1840277778,81.803125,0,-888.9
2012,5,27,28.0969444444,170.7430555556,77.475,0.0048611111,-888.9
2012,5,28,28.1077430556,184.7534722222,74.4034722222,0.1034722222,-888.9
2012,5,29,26.5386111111,195.3541666667,76.4892361111,0.0006944444,-888.9
2012,5,30,27.5827083333,196.3472222222,73.4451388889,0,-888.9
2012,5,31,28.4062847222,198.75,69.9048611111,0,-888.9
2012,6,1,27.9258680556,177.1597222222,72.8256944444,0,-888.9
2012,6,2,28.2220138889,190.0416666667,70.040625,0,-888.9
2012,6,3,28.5060416667,192.2291666667,67.5645833333,0,-888.9
2012,6,4,25.9057638889,134.1944444444,80.1333333333,0.0381944444,-888.9
2012,6,5,21.0708333333,46.8055555556,95.7378472222,0.0506944444,-888.9
2012,6,6,20.1277430556,45.1354166667,97.3739583333,0.00625,-888.9
2012,6,7,14.9571180556,55.3958333333,95.7361111111,0.0076388889,-888.9
2012,6,8,16.43375,89.4166666667,87.759375,0,-888.9
2012,6,9,19.8646527778,189.2430555556,78.9458333333,0,-888.9
2012,6,10,24.2479166667,186.53125,81.8121527778,0,-888.9
2012,6,11,26.7017708333,180.1354166667,78.9822916667,0,-888.9
2012,6,12,27.9984722222,191.4652777778,73.1315972222,0,-888.9
2012,6,13,27.7362152778,181.5347222222,67.5600694444,0,-888.9
2012,6,14,26.7554166667,163.9895833333,68.6798611111,0,-888.9
